Query,Language,Weight
передача новая жизнь выпуск 12,ru,1
"передача о работе на предприятии ""новая жизнь""",ru,1
"передача правильная связь супругов» ""новая жизнь» 1148""",ru,1
передача практическая каббала,ru,1
передача с ученными практическая каббала,ru,1
перейти можно только десяткой,ru,1
переключатель высшего света,ru,1
переключатель между двумя мирами,ru,1
перемены,ru,1
переносить искры сятости из под табура,ru,1
переходник,ru,1
"период это прохождение конечного моря ""меж теснин""",ru,1
периферические лимфатические узлы женской молочной жеклезы,ru,1
перст творца это»,ru,1
"песах - праздник, который всегда с тобой",ru,1
"песах (ч.2) бааль сулам, письмо 57",ru,1
песах 2018,ru,1
"песах 2019. выход из египта. серия ""духовные состояния""",ru,1
песах ежедневный урок,ru,1
песах зогар,ru,1
песах и женщины,ru,1
песах любовь,ru,1
песах маца марор,ru,1
песах накануне еды,ru,1
песах пе сах,ru,1
песах первоисточники,ru,1
песах рабаш,ru,1
песах статьи,ru,1
песах урок зогар,ru,1
песах. женский урок,ru,1
песенник одесского конгресса - 1,ru,1
песни бб,ru,1
песни бней барух,ru,1
"песни бней барух, ч.2",ru,1
"песни бней барух, ч.3",ru,1
песни в исполнении рабаша,ru,1
песни в исполнении рава,ru,1
песни конгресса,ru,1
песни конгрессов,ru,1
песни моти мор,ru,1
песни музыка,ru,1
песни с конгрессов,ru,1
песнь ари стих,ru,1
песнь давида 137,ru,1
"песня "" и воды последние глотки принесешь ко мне ....",ru,1
"песня ""вместе""",ru,1
"песня ""друг""",ru,1
песня как хорошо и приятно сидеть братьям вместе на иврите,ru,1
песня нет никого кроме него,ru,1
петах-тыква,ru,1
пируш сулам,ru,1
писания коэлет,ru,1
писания коэлет 9:12,ru,1
писмо 8 балл сулам,ru,1
письма бааль сулама,ru,1
письма рабаша,ru,1
письма рабаша 27,ru,1
письменные источники каббалы,ru,1
письмо 13 (1925),ru,1
письмо 15 (1925),ru,1
письмо 16,ru,1
письмо 19 (1927),ru,1
письмо 21 (1927),ru,1
